Review,True,Predicted,Predicted_Label
exploding tully kcups top kcups explode come coffee maker ruining cup coffee leaving ground everywhere poor quality control work coffee greatbr complete fairness notified amazon quickly replaced order outstanding customer service,0,0,Negative
spice great jar need work never chinese spice boy really nice surprise like spice cinnamon clove fennel anise ginger putting together one spice genius delicious really say jar use meat poultry chinese flavor although havent tried yet since dont use form sugar sugar substitute ive used sweetener plain yogurt oatmeal type thing use place plain cinnamon many time instance top apple sauce crushed pineapplebr br thing id recommend putting plastic shaker top onto jar sprinkle spice really dont want either get measuring spoon use else sprinkle palm onto food get jar sprinkle top dont think thatbr br packaging detail great product highly recommended,2,2,Positive
badeven though doesnt taste like sweet tea tasted half dozen flavor enhancer mio part impressed low calorie drink great way give water extra boost flavor however sweet tea flavor befuddles bit reason doesnt really taste like sweet tea sort taste tea aspect sort taste sweeten aspect yet dont seem blend together create sweet tea tried mios peach tea flavor enhancer tasted like peach tea bit befuddled say flavor pleasant nice drink dont see conduit taste flavor proclaimed bottle,1,1,Neutral
good thought worth money kind blah tart strong cherry taste may called happy cherry taste like happy cherry,1,1,Neutral
work good taste better product real helping stomach h pylorus parasite buy confidence since using stomach acid reflux calming nd day using take x daily morningafternoon night,2,2,Positive
go nut excellent selection nut nice package size oz handy take along snack mealsbr tasty,0,1,Neutral
pumpkin powder powder ok really add much flavor product making maybe recieved stale batch try,1,1,Neutral
hold pepper trying emerald sea salt pepper cashew household reached general consensus would rather pepper cashew varying level dislike throughout house nobody really liked sister thought disgusting dad love cashew hardly touch thought alright theyre something id want eat lot ofbr br pepper definitely add zest cashew whether thats good bad guess depends personal preference love nut cashew youre tired old thing id suggest giving try id rather pas pepper like fact used sea salt better nutritionally regular old saltbr br cautiously recommend product anyone like bold flavor,1,0,Negative
great finicky dog sensitive stomach love kibble one yearold finicky cockapoo eat time time without fail sensitive stomach allergic chicken beef lamb primarily feed raw rabbit venison add variety diet however give absolutely love im amazed every time finish bowl rarely eats like anything dry best thing food dog love taste grainfree full highquality ingredient lastly there never loose stool diarrhea coat shiny he full energy cant go wrong food definitely give try,1,1,Neutral
awful ive tried lot different kcups weakest kcup coffee ive ever tried labeled medium roast labeled warm water tasteless roast bad bought large box waste,2,1,Neutral
real maple syrup clever name product doesnt claim real maple syrup hoping nope maple flavored sugar syrup seems totally forthright presentation one,2,2,Positive
new formulaterrible disappointed write conagra food let dont like new taste swiss miss favorite hot chocolate least decade awful thinking,0,0,Negative
fall apart could even take packagefalls apart also fall apart toster keep looking,2,2,Positive
ordered product received light roast order placed decaf received light roast seattle best blenddecaf available local store would love return correct item seem way remember next time order hopeing get bold decaf,0,0,Negative
unpleasant sweet flavor probably six month ago stopped using nocalorie sweetener ive using mostly honey agave syrup since maybe im used sweetener anymore first impression terrible flavor wasnt sweet allbr br tried first cup teainstead usual scant teaspoon honey tried half packet nectresse flavor bad enough dumped tea waited day trying plain yogurt added little bit small amount yogurt threw away first tastebr br compare tried little splenda fresh plain yogurt tasted fine though sweet without depth flavor honeybr br looking review seems though people love find unpleasant id suggest trying small amount stocking sweetener,1,1,Neutral
dog food husband think look like taste like dog food sad couldnt even eat one nugget size bite wish way return waste money,0,1,Neutral
tasty tasty treat little expensive use dog training class extra added ingredient hand dont get messy dog love,0,2,Positive
good im pickled egg lover time decided buy couldnt find store carried thembr br quite spicy much rubbery im used great flavor cant get passed texture lol,0,0,Negative
thought would give tea try cant caffeine anxious try hibiscus tea davidsons read review made purchase good decided try itbr br review mentioned tea tart fruity found tart overly fruity perhaps tea lost flavor since bag didnt seem air tightbr br review also mention floral smell brewing tea smelled little like compost slightly offputting dry tea didnt much smell either smell barely dried flowersbr br color nice deep clear red flavor ok found sourness appealing iced tea drinkbr br also like put skim milk tea dont recommend since aciditysourness tea caused curdlebr br printing bag seemed faded review mention difference bag tea come particular shipment fold bag ziplock bag like tea make think either gradually changing new bag got old bag tea inconsistent rotating productbr br look forward trying couple hibiscus tea know way supposed taste,1,2,Positive
better regular salt expensive one spice never pursued big way one thing note sale slightly damp bought internet work great heard grinder working well due moisture highly recommend first venture higher grade salt im happy bought salt grinder significant difference flavor salt food mix think price little high real issue moisture,0,0,Negative
meh dog havent really touched may ordered large sure well little treat disc either neither dog seemed interested themwish wouldnt bought package replacement premier toy dog loved tugajug toy,0,1,Neutral
gross must say look review buying since seemed like half star half star would gamble turn star right thing shouldnt even name licorice taste like took chemical bath right packaging could give zero star would warn people,2,2,Positive
bleh love sparkling mineral water saw unfortunately flat carbonation taste like another reviewer said like toothpaste,0,1,Neutral
rich oh dear lord merely looking almost enough send diabetic coma incredibly rich insane able eat three willing say yep im done really arent good regular double stuff oreo dont get many counted get cooky thats price youre paying find better heck suggested mint creme oreo buy normal one dip bark chocolatebr br overall arent bad didnt like much mint one way rich tate,0,0,Negative
challenger post honey bunch oat kellogs crunchy nut golden honey nut cereal least seems designed competitor post honey bunch oat good cereal slightly stronger taste post cereal close enough interest fan post cereal,1,1,Neutral
compare fresh key lime odd aftertaste product dont get fresh key lime ruined pie gave went store luckily still key lime colorado shame wanted work looking best key lime pie make stick fresh key lime,2,1,Neutral
drink without category love juice love carbonated beverage difficult see product long retail lifebr br essentially good drink doesnt really anything wellbr br doesnt taste good enough juice replacementand really need juice replacement might limited value camping situation time small can make better travelersbr br exactly postworkout recovery drink juice would better minute maid juice instance less sugar carbohydrate even though switch doesnt add sugar plenty juice nutrient including calcium vitamin supplement including potassium less healthy juicesbr br switch isnt exactly diet soda natural sugar content comapared zero sugar diet drinksbr br regular alternative sugared soda taste good nothing really distinguish fruitbased soda case twice expensive soda come bigger cansbr br end switch worth try likely something habitually buy,0,0,Negative
fine fig perfectly good black fig nothing special one way another like kind fig wont unhappy bad way perhaps little moist sometimes see variety dried fig order seller aware shipping cost high extremely high order one two item making worth buying anything unless buy quite thing,2,0,Negative
disappointed family love bagel good chewy hearty bagel living cant always get thing always willing try tried got bzz campaign friend said awesome theyd paying full price eating every day thought great took first bite understand supposed thin expecting taste like bagel tasted like bread end happened hole bagel boiled baked lot tooth daughter didnt care either shes said way eat put cream cheese couldnt taste bagel passed along rest campaign coupon friend love ill reserve bagel eating occasional full size one place make fresh,2,2,Positive
cup small keurig bought keurig machine cup small machine size machine poke large hole bottom kcup coffee grind come making cup coffee drinkable,1,1,Neutral
salty amys soup would much better much healthier would reduce salt least even soup labeled reduced salt high salt content used way year ago company simply case bottom line criterion matter,0,0,Negative
awesome great mineral salt use mineral water make im hooked definitely necessity,0,0,Negative
price way high fruit snack awesome wanted ship daughter came trusty amazaon subscribe saw price started scanning thought must box least wrong bought box menards ship daughter less one box amazon would cost,2,1,Neutral
dog love em havent chance call company ask overseas product willbr like easy cut small training size treat find usa source ingredient ill give treat,1,1,Neutral
incredible generally prefer dark chocolate pomegranate product amazing company able combine two thing make taste even better cant eat one party mouth,0,0,Negative
deliciously sour buy grocery storepersonally prefer sour pickled egg also careful egg come fromthese arkansas know come asia pickled quail egg american one definately second favorite though prefer spicy,2,2,Positive
great coffee coffee compare kenya sold gevalia purchased save money surprised similarity gevalias kenya save pound coffee highly recommend,1,1,Neutral
quality control received pint chocalate flavor four great rich creamy smooth texture good flavor two icy darker poor texture poor flavor looked tasted like melted refrozen six pint arrived frozen solid dry ice remaining package dont think due shipping look like werent stored properly stored long month great product seem quality control issue four pint would get easy five star two get zero,2,1,Neutral
love coffee decidedly best kcup coffe ever tried one kcup carousel multicolored mess sample variety kcups green mtn breakfast blend ok emerils dark roast fairly decent kona blend terrible sf bay french roast dont even need carousel cup stay fresh original packaging taste way like strong bitter great coffee,2,2,Positive
would better clean watermelon strawberry good combination combined bit carbonation drink hit spot made real fruit juice concentrate whopping g sugar main fruit juice grape apple snack treat would good dont think would drink thirsty oz isnt much nice concept similar energy drink sugar caffeinebr br also made review kiwi strawberry taste slightly better g less sugar real reason gave product one star less amazon need work packaginghandling see customer photo item plain filthy kind dirtygreasy industrial soot really scrub dishwashing detergent good shouldnt scrub,0,0,Negative
inferior product extremely inferior product six coffee pod broken open ground pouring box remaining pod stale even though use date box december went trash ill never buy brooklyn bean roastery also bought two different coffee french roast fuhgeddaboutit box sub standard condition,0,1,Neutral
buyer beware disappointed item although arrived best date carton fortune cooky stale first time bought food site last,2,2,Positive
delicious twist traditionally salted almond wouldnt normally buy product like opportunity try product pleasantly surprised almond roasted light layer dark chocolate powder chocolate lends subtly pleasant taste almond welcome alternative salt overpowering almond leaf sweet aftertaste deliciousbr br chocolate roasted way leave finger covered chocolatebr br packaging also nicely done,0,0,Negative
watered hot chocolate received keurig brewer christmas also received pack hot chocolate made sledding one day husband kid thought terrible almost returned keurig brewer found enjoying black coffee keurig never buy type hot chocolate k cup,1,1,Neutral
gritty new less gritty hemp protein pretty good blend easier beforebr br think taste little better toobr br try green smoothie today,1,0,Negative
dog hated heard good food dog picky pom would touch also found web site dog died eating food confused brand ever hard pick good dog food day,2,2,Positive
bad experience purchase product instead delicious chocolate truffle received donckels box containing solid block look white soap waxdoesnt even smell like chocolate im going taste see experience customer reviewing product today idea substance maybe thats truffle look like theyve melted shipping something certainly something going eat disappointment wife truffle christmas time really best chocolate either u tasted ive never bad experience shopping amazon one left bad taste mouth exactly opposite expecting btw seller listed packing receipt potential dynamix llc,2,2,Positive
good bad ok havent tasted dog cant type go impression dog behaviorbr br ingredientwise nice see beef number one though one assumes red piece others ingredient folk want avoid pet food thats personal choice course id suggest closely reading ingredient list see suit needsbr br another reviewer said lot calorie serving serving protein surprising first ingredient meat though understandable factor vegetable kibble choice pet owner need make themselvesbr br really come end assuming issue acceptable dog like case dog like quite bit point pick meaty bit leaf veggie behind suppose left bit shed eventually eat doesnt seem like balanced way feed herbr br u obviously food simply wont work dog eats love avoids enjoys,0,1,Neutral
surprising flavor brand green tea taste like wonderful refreshing flavor ive tasted many asian restaurant nothing fragrant enjoyable teathe strange dull flavor indescribable im going back bigelow faves wasted purchase,1,0,Negative
pleasant nothing get excited numi organic chocolate pureh make nice cup tea good know organic method employed production much chocolate vanilla flavor sort nondescript brown herbal mugginess tried putting milk enjoy black tea good fit maybe sugar would give zing dont want start putting sugar tea,0,0,Negative
little product ot cat really liked fact drove crazy gone high note meowing wouldnt buy expensive healthy mercury tuna,1,1,Neutral
extremely disappointed unfortunately ordered whole bean coffee mailed ground coffee product returnable extremely disappointed severe palatal difference particular product ground whole bean coffee,0,2,Positive
craving mediocre cookie admit bit disappointed cookiethe marketing promise whole grain quaker oat plenty fiber natural chocolate almond flavor plus come good folk quaker oat yes whole grain oat flour listed first among ingredient yes cookie contains gram dietary fiber rda taste however let honest herewhy else one eat cookie leaf much desired superior runofthemill hardbaked chocolate chip cooky thats really saying much softbaked cooky go one mediocre chocolate flavor especially rich almond flavor subtle almost undetectable cooky overall texture flavor decidedly bland im going eat calorie worth cookie im going opt much tastier indulgence,2,2,Positive
suspicious im sure happened box kcups cup packaging inside box hold kcups place protect laying box loosely cup box also damaged probably due lack packaging box quality anyone would expect company keurig starbucks suspect box opened previously know happened seller end sent original new package keurig kcups cup seem authentic hard tell since packaging par even though box sealed look like box opened previously product received sold becco corp amazon,2,1,Neutral
another form liquid sugar like controlled portion size izzes grapefruit flavored sparkling juice practical purpose another formulation liquid sugar albeit grape pear fruit nutritionally really different sugarbased drink whether orange juice sugar soda make acceptable taste controlled portion size ounce ounce far cry normal increasingly common large portion fool consumer nutritional note calorie per serving portionsbr br conducted taste test grapefruit flavored izze two teenager two registered nurse one registered dietitian two adult athlete impressed flavor thought gentle carbonation added enjoyment one teen mentioned smaller size encouraged sipping rather chugging much better cold room temperaturebr br aluminum container recyclable encouraged ive seen particular brand size sold cafe buck fifty canbr br enjoyable hope come caloriefree version well,0,0,Negative
overpriced product way overpriced barely candy box gone store bought candy made box bet could made price box even nice plain piece paper saying happy th birthday mean least give box thats decorated thing era obviously would recommend product,0,0,Negative
organic caffeinefree coffee would nd favorite choice caffeinefree coffee st organic would buy priced right flavor could improved,2,2,Positive
buyer beware nothing wrong please keep mind haribo gummies purchased different country drastically different ingredient considered healthy snack germany made real fruit juice even haribo brand gummies purchased u made fruit juice im disappointed cant get niece privilege eating germany best gummi u,2,0,Negative
love crunch get diet anyone diet know miss cruncy food made overweight first place try get crunch flavor feel guilty breadstick also recommended hcg diet love,0,0,Negative
pow looking product good texture color come nice tub product enclsed plastic bag wish bad resealable direction small print even magnifying glass could make flavor hot expected red curry bit dissapointed used lot mixed vegetable oil say still strong flavor also see storage instruction package since use small amount time going try freesing remaining amount small cube later use,2,2,Positive
new packaging new alert time order cheddar bunny wait packaging new reading site new information provided alert manufactured shared equipment peanut tree nut great grandson allergy previous cheddar bunny snack packscontained wheat milk manufactured equipment also processed egg soy used perfect longer shelf sad,2,1,Neutral
taste like peach apricot disappointed product gotten whole wheat peachapricot barsat health food storein past filling peach apricot bar fig hint peach apricot hardly taste great want fig bar grantedthe packaging say fig bold print looking shipping vendor also slowtwo week ordering delivery,1,2,Positive
flavorless cheap bought item good faith use two teabags get tea flavor tea flat flavorless close drinking water maybe used higher quality bulk tea come bag dont think lipton tea stronger,2,2,Positive
biggest let bought amazon first admit love amazon love bargain customer service experience always excellent love bargain price prime benefit prime memberbr buying herseys almond bar package set bought filled amazon seems like compairing apple apple speakbr expectation exceeded receiving quickly important freshbr thought hmmmm herseys coming fast super fresh expiration date bit year away right tonight february maybe graduate count last longerbr go count box first time ever bought one anywherebr box arrived tonight opened looked expiration date horror less three month awaybr know might sound crazy date understand make difference world taste buy eat one longest time find expiration try sometime take one bar date expiration five month away open take look usually experience bar five month less expiration tend easily broken dry crumbly stale tasting almond usually tasty allbr get bar nine month go expiration open wrapper notice appearance bar crumbling dry looking chocolate fresh looking smell wonderful chocolate melt mouth smoothly taste fabulous almond fresh appealingbr believe honestly taste difference two bar likely want finish eating fresher barbr shop food first thing check date expiration found thing date month still shelf sale bit disturbing happens often likebr first item food ever bought amazon disappointed inbr paid want savor little candy know enjoy sending back unopened tomorrowbr still love amazon hate write bad review thought folk like like receive fresh tasty chocolate bar batch received itbr br update march br br bit late writing update apologiesbr wanted say thank amazon mohammed k customer service promptly contacting going way opinion make thing rightbr really appreciate done another example great reasoning continue give business quite bit monthly budget discretionary essential spending dollar companybr continue business amazonbr thanks amazon business proud spend money making feel like business complete satisfaction matter company,2,2,Positive
tasty handy way get omega oil researcher say omega one important nutritional deficiency u salmon rich omega oil yet recommended add omega fish oil supplement even eat salmon frequentlyjust give one idea much need add omega diet sockeye salmon sustainable healthier eat kind salmon farmed eating habit eats algea insect leaving kind salmon least carnivorous lower food chain thus lowest environmental contaminant mercurybr br said brand canned natural juicesoils skinless mild taste pulltab lid eaten straight take veggie work quick healthy lunchbr br like salmon andor trying eat youve got ta try one,2,2,Positive
great product bad price use baking soda lot household thing cleaning cooking personal care etc first tempted seemingly economized pound bag however compared smaller container local grocery store realized best way purchase baking sodabr br right lb generic brand oz box would pay regularbr br ah brand could buy lb following waysbr oz box br oz box br oz box br br thats nearly ten dollar less amount product although bag probably convenient box box recyclable bag thing think,2,1,Neutral
sweet bought item sister recommended lemon drop version also cosmos favorite cocktail although mix quick easy one way sweet making one scratch may alot work well worth,0,1,Neutral
sweet bit pasty interesting product advice youre looking alternative candy licorice twist youll want avoid youre looking better type licorice product might good youbr br id describe product oldfashioned seems made way many massproduced licorice product arent made anymore interesting ingredient organic wheat flour organic sugar elderberry extract pomegranate juice concentrate organic isnt necessarily healthy nonorganic product wheat flour interesting probably help add g fiber servingbr br describe taste id say sour first piece eat curious eat entire piece serving serving package flavor actually improves think use wheat flour make bit pasty chalky pomegranate isnt necessarily sweet expect tart experiencebr br bottom line kid wont like healthconscious adult may,0,1,Neutral
hit miss quality purchase amazon subscribe save program im big fan artichoke heart love salad quick snack taste good firm mushy brand tried problem consistency quality can heart brown turning brown look good enough eat unfortunately thrown many can amazon good customer service refunding money ask dont think poor quality inventory amazon problem brand buy grocery store good good,0,0,Negative
great value package arrived opened im sure fault frontier packaging andor shipping process amazon one three bag busted torn open mustard seed powder spilling carefully opened package arrival know didnt im going bother returning worth hasslebr br stuff taste good even losing one bag three still good price quality would give five star loss one bagbr br anyone happens know amazon frontier fault let know revise review higher rating,2,2,Positive
mistaken well actually thought found old london whole grain melba round quickly ordered opps toast nearly delightful two case eat,0,1,Neutral
product taste good reasonably priced enjoying much nothing like hot cup chi little extra cash pocket,2,2,Positive
good great love taste amaretto coffee always used powder kind saw amazon thought would like like well powder sweet taste really flavor amaretto wont buying,1,1,Neutral
great gift item recently ordered several cake business associate award party cake highlight event delivered promptly business professional packaging cake moist delicious would never hesitate order coffeecakescom future,1,0,Negative
change worse blend mocha java harrar completely changed since year drunk blend coffee master ordering usually x oz package time high complex flavor mellow soft mouth coating low acid faint background chocolate low bitterness wonderful taste outstanding anyones bookbr br previous package somewhat stale age recent package received completely different coffeebr br little flavor single flavoredno complexity medium high bitterness brightnot mellow tinny high acid like columbian blendsbr br cost coffee master apologize coffee drinker explain would sell different blend name,1,0,Negative
lab love lab love sam yam ive giving year dont last long rawhide chew much healthy break two make package last bit longer,1,1,Neutral
word yuck let preface thing saying vegan eat sort food people sneer also fan sushi roll seafood fairly recent past life omnivore weird food general however found one unappealing thing ive ever encountered hoping find new healthy snack maybe something like kale chip nope extremely thin sheet seaweed look like cellophane taste like bottom ocean could discern chipotle flavoring two bite entire pack trashcan future pay overpriced kale chip least enjoy eating,2,2,Positive
nice looking prossibly fault dead already nice looking received tried follow watering placement instruction died week,1,0,Negative
beware hint heat chile fair say give product one star havent even tried label state hint heat chile eat anything chile would ordered indicated web site like bit heat may love give star rating aware,1,0,Negative
cat love cat love food want nasty thing euthanized sick animal food anymore try,1,1,Neutral
bitter bitter though bitter going forwell buy palatable,2,2,Positive
oh price went paid new wine saver set still incredibly useful gadget simply insert one included rubber stopper bottle pump air hear musical click done extends life wine several day bottle merlot last extra four five day using vacu vin small take along favorite byo restaurant seal rest bottle take home safely extremely useful gadget great tool aspiring wine snob friend get couple extra stopper extend usefulness,1,1,Neutral
strong like strong coffee able use cup time reminds starbucks coffee cost good really taste strong flavor asfar ordering againno like strong coffee barginfor cost making several cup coffee k cup,1,0,Negative
annies homegrown organic whole wheat shell white cheddar macaroni cheese oz product made annies inc berkely camade usa product maintains excellent organic integrity stored recycled paperboard packagingbr br manufacturer also support family farm use organic milk butter yogurt product take approximately min prepare product contains dairy wheat exposed equipment also process egg soy productsbr br ingredient include organic whole wheat shell pasta organic valley organic cheddar cheese organic cultured pasteurized milk salt nonanimal enzyme organic whey salt sodium phosphatebr br mildly flavored whole wheat macaroni cheese dinner mac cheese wonderful comfort food pasta firm excellent flavorbr br artificial flavor synthetic color preservative pasta produced without antibiotic synthetic hormone persistent pesticidesbr br pasta simple make wonderful texture serving per box oz serving contains cal g fat sat g fat mg cholest mg sodium g carb g fiber g sugar g proteinbr br however cheese envelop exactly sufficient even add butter milk yogurt add wonderful rich smooth cheese flavor accompanies mac cheese add organic cheesebr br cheese packet fall flat flavor contain sufficient amount coat pasta give mac cheese packaging maintain organic integrity texture flavor,2,1,Neutral
dog love dog doesnt digest wheat well product filled bill nice size treat important dog watching hisher weight like mine also nice dont tend disintegrate bag leaving pile crumb,0,0,Negative
best mayo world live ca never heard duke mayo searching perfect pimento cheese spread recipe mom use buy kraft pimento cheese spread little jar spread celery stick appetizer wanted recipe scratch almost authentic southern recipe called duke found amazon ordered small jar test never tasted good mayo life ordering pack large jar pimentocheese spread hit thanksgiving showed everyone duke mayo sold taste texture love sugar mayo made tuna melt weekend used duke kiddingbest tuna melt ever totally different taste mayonaisse glad amazon next stop local grocer see carry,0,0,Negative
addicted chip dont look appetizing oh good tasty looked company environmentally friendly company make better,2,2,Positive
work use think despite anything else formula best market know arsenic scare every single formula least one thing would consider harmful whether hexane derived dha bpa packaging corn syrup solid first ingredient worst offender really wanted breast feed due medication would passed breast milk dangerous baby could began search best formulabr br cant give formula bad review based experience worked u would hesitate use caused terrible constipation point poor baby little blood come hard stool passed lot pain day worth watching go fair warning reviewer said theyd problem constipation still wanted try thought well work u didnt try id missing see good idea gamble like dont ever want see son suffer poop like againbr br son little two week old enfamil newborn spitting ton tried enfamil gentlease first ingredient corn syrup smell like malt mix didnt feel good giving something primarily sugar spit wisdom new parent haha decided since spit everything sight really wanted organic formula first place id try would kept without doubt hed tolerated smell like milk typical formula think company really care customer product dont always like going big corporation around year one day screaming poop heartbreakingbr br finally decided go back enfamil newborn work might work great baby older know,1,1,Neutral
great sparkling review expected exceptional tasting spice got today ive tried popcorn cottage cheese didnt much grew putting hickory smoke salt popcorn crispy bacon bit cottage cheese say prefer product either seems take lot rather coarse doesnt seem cling popcorn well primary reason purchase recommend kernel season popcorn seasoning available walmart fine powdery seasoning add much little salt like know come parmesan ranch white cheddar bacon hickory smoke salt great,0,0,Negative
yummy might find better price definitely star product get costco pack costco area might want check update costco pack milk chocolate btwthanks comment pointing also,1,1,Neutral
love gingins buy dozen ounce box gingins love thing tasty good digestioneven settling heart burn crave candy couple gingins every daybr gingins rock,0,0,Negative
new taste old tea bad lot ive drinking tea every morning several year needless say love strong mellow rich wellrounded typically would give starbr br recently however purchased several box local grocery store shocked find taste completely different largely tasteless star best dont know something happened one particular lot company changed formula,2,2,Positive
doesnt mix well read great review stuff decided try flavor good doesnt mix well getting clump mouth gross order also seems quite priced amount get,0,0,Negative
good chicken corn chowder better good progressos chicken corn chowder better son liked thought ok nothing special,2,2,Positive
tell make without sugar full sugar like recyclable can sugar besides false advertising mention ingredient,1,1,Neutral
good chip close expiration date good chip month away expiration preservative arrived expecting good longer considering pack bag like chip enough eat bag daybr br chipsbr br amazon selling borderline stale chip,2,2,Positive
didnt like sugary gum slot auger calorie compared gun knocked star also flavor last minute quickly turn ew whats mouth took gamble didnt pay,1,0,Negative
bpa lining would think company go far producing organic product rest packaging would safe longer purchasing company change would pay glass,2,1,Neutral
good price flavor good price paid complain get omg must feeling give star,1,0,Negative
doesnt work tassimo professional looking forward trying doesnt work tassimo professional machine work bummed hope amazon take back,2,2,Positive
salty product salty tastebr strongly recommend like light flavorbr buy product,0,1,Neutral
usually good happy deal buy store usually delicious looking economic alternative purchasing product would good deal bag expire next month two bag opened far chip cooked still okay good past overal disappointed purchase,0,1,Neutral
like tea taste like gasoline buy like consider connoisseur tea far one worst blend ever misfortune try blend taste like accumulation old sock sweaty foot lipton tea league better garbage tried earl grey blend taylor harrogate great one favorite purchase ever however blend turned revolting bought pack brewed one cup took one sip dumped package straight trash awful tea would recommend worst enemy,1,1,Neutral
gluten ia great dont take everything else celiacs need gf bread id like least bread egg milk would improve taste textue bread bread dry small large enough sandwich im hurry ill get chickfila grilled chicken club without bun add bread cant bread size also add condiment normally would dry however make wonderful toast ive made garlic crouton bread also stand well carrying might traveling toast slice stick ziplock bag use way ill probably purchase product however energ read please make bread moist adding egg milk etc make slicesloaf bigger,2,0,Negative
best glutenfree bread found tried several glutenfree bread past year living glutenfree diet either really dry andor taste like cardboard moist good toast sandwich far best bread found sandwich hamburger dont even miss wheat bread anymore bread worth money,2,2,Positive
extremely happy decision buy breeza babycook read review review trying decide buymy son nanny used liked love baby breeza quite bit cheaper say there really difference except plastic insert come babycook device extremely pleased purchase use breeza pretty much daily fast easy make son organic baby food fact select steam blend great work chop veggie fruit whatever walk min later come back kitchen food steamed blended already instruction manual give great guide long cook fruitveg also give guide food baby eat mo mo mo etci tacked frig quick easy reference machine easy clean part sweet potato stain clear container bit thats nothing couldnt scrub great purchase,2,2,Positive
get better ive reviewed jerky fabulous great salt great snap great flavor tasty want,1,1,Neutral
cheaper local store yr old labbasenji mix favorite food mix together dried food making single last week special treat however shipping cheaper go local pet store,1,1,Neutral
dry bone dont think ive ever eaten anything drier cookie bar ever life taste okay cant choke even coffee,1,0,Negative
taste great something flavor either dry milk sugar type use taste like used non natural sugar,0,1,Neutral
found ingredient listed another site durian flavor wheat flour vegetable shortening palm oil contains antioxidant ascorbyl palmitate e mixed tocopherol concentrate e soy lecithin elt sugar whole milk powder corn starch leaveningraising agent sodium carbonate e ammonium carbonate e artificial flavoring contains emulsifier propylene aglycol e emulsifier soy lecithin e salt contains anticaking agent sodium ferrocyanide e artificial color tartrazine fdc yellow nobr br,1,1,Neutral
terrible stuff terrible order one pack includes box received one dont buy anything tiger tiger terrible experiencebr way saw kind thing happened customer didnt pay attention think radom mistake changed mind dont buy,0,0,Negative
flower flower delivered home ohio temp degree left front porch person aware delivery walked porch get mail poor delivery practice suggest next time flower delivered maybe ring door bell,2,2,Positive
buy keep receiptbr br taste weird artificial stuff white plastic crap itbr started put hamburger said oh hell nobr br save moneybr br ok tarter saucerecipebr br mince onionsbr add lemon pepper lemon juice dill relishbr stevia like sweetand small amount mayobr br br tried use pseudo sour creamand well ruined entire recipebr br br walden farm low calorie dietbr use zero calorie productsbr br walden farm refund moneybr bought half dozen product,0,0,Negative
hot ginger drink instant drink lot ginger flavor way almost like drinking ginger tea without tea bag drink dark color cuup almost looked like coffee taste interesting like ginger already enjoy strong peppery ginger taste unusual drink sweet aftertaste personally sweet could find list ingredient confirm drink us artificial sweateners doubt would try drinking sure calorie intake beveragebr br calorie concern definitely fine drink try pour hot water done,2,2,Positive
decent mix talking pod merchant brand ese espresso pod stout box pm pod hereinafterbr br use pod baby gaggia machine desk work criterion choosing machine pod neatness neatnessbr br since machine desk since work cube farm could use machine coffee required much cleanup ese pod perfect solution problembr br ese pod compromise neatness flavorqualitybr br experience tasted pod sampler pack well offering starbucks lavazza lucaffe say ese pod taste good nice fresh highquality roastbr br said pm pod good almost blend robusta arabica bean robusta bean many vietnam bean normally used redblue tincan coffee see used church government office huge urn look like could bathe baby often taste baby cleaning horse stall washed coffee water beware blend use robusta bean cheaper taste like itbr br found ese pod packed tightly gaggia machine choke dribbling coffee want full single shot take way approximately second allow brew espresso shot often taking double time get full single shot workaround loosen pod use flexing hand puffing puck shape something pillow like loosens pack allows rapid extraction dilutes coffee well making something started bit weak even weaker getting pod espresso chosen machine recommend buying one strong pump properly extract pod without loosen firstbr br pm pod dark bitter side found seem high caffeinne although brewing method much bite pod give particular pod ymmvbr br get much way crema pod pm pod middle road category lucaffe pod seems give cremabr br pm pod drinkable within context desk machine setup describedbr br making latte cappuccino pm pod fine economical way go note wide variation pod ratio ese pod mathbr br pm pod generally good shape arrive others lavazza seems problem pod broken open receive pm pod problem package solid pod solid leakersbr br pm ship promtly worry therebr br next order pma pod arabica review follow,0,0,Negative
eh ok first ingredient vinegar anyone us hot sauce religiously understand mean read review expecting hell lot got got good flavor step tabasco reviewer described seems product lot variability heat mean going lot variability quality bottle got really tame far far daves ghost pepper daves ultimate insanity blair death da bomb beyond insanity da bomb ground zero professor phardtpounders colon cleanser lacking sauce hell sriracha hotter get lucky get hot bottle congrats use mine liberally cheap pizza thats good,0,0,Negative
inefficiency ordered box candy anniversary gift along separate order flower flower arrived timely fashion candy arrived day later arrived completely melted reformed box recipient called say happened replacement box sent week later dont know blame delay shipping manner shipped would like discus matter please call br br sincerelybr br janet mack zaloga,1,1,Neutral
bad taste flake like eating twig straw contacted company said would send coupon replace product never got thing mail ever,2,2,Positive
overpriced lb bag royal canin urinary vet office plus check vet putting cat food anyway right food cat,2,2,Positive
delicious adkins dieter ive lowcarb dieting like pork rind couldnt wait try theyre really spicy theyre like mild opinion good taste like pork rind buy store bacony downside house smell like hot pork rind pretty bad dont normally notice thing like pretty smelly hard get rid,1,1,Neutral
ingredient listed disappointed see product contains sucralose also contains sugar need artificial sweetener kcups product really dont care put bodybr people sensitive artificial sweetener like daughter immediately went bathroom drinking cup definitely listed,2,2,Positive
bland really memerable flavor bland would purchase againbr prefer special k cereal top,0,1,Neutral
