Input_Text,True_Label,Predicted_Label,Aspect,Review
salt [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,salt,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
the bag [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,the bag,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
a slit [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,a slit,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
the side [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,the side,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
i [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,i,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
a product [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,a product,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
that [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,that,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
i [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,i,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
the company [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,the company,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
they [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,they,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
no help [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,no help,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
they [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,they,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
me [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,me,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
amazon [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,amazon,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
i [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,i,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
vacation [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,vacation,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
it [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,it,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
the time limit [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,the time limit,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
the product [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,the product,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
amazon [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,amazon,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
i [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,i,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
it [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,it,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
very poor customer service [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,very poor customer service,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
the company [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,the company,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
the bag [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,the bag,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
me [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,me,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
i [SEP] This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.,0,0,i,This bag of salt came in a box from amazon.  When it arrived I opened the box and it was full of salt.  The bag had a slit in the side.  I will never use a product like that.  I contacted the company and they were no help. They told me to contact amazon.  I had been on vacation and it was passed the time limit to return the product to amazon.  I think it was very poor customer service from the company not to replace the bag for me.  I am a brand new customer with this product and was excited to find celtic sea salt because i had read it was good for your health.  I am a  business owner and i know to keep a new customer I would have gone out of my way to make them happy so they would remain a customer.  I will not order from this company again.  Customer Service is very important to me and this company dropped the ball.
